File accession	File type	Output type	File assembly	Experiment accession	Assay	Biosample term name	Experiment target	Biological replicate(s)	File download URL	File Status	s3_uri	File analysis status
ENCFF215BOO	bigWig	fold change over control	GRCh38	ENCSR601KKB	TF ChIP-seq	HepG2	HMGXB3-human	2	https://www.encodeproject.org/files/ENCFF215BOO/@@download/ENCFF215BOO.bigWig	released	s3://encode-public/2020/07/07/7838c087-e2d8-4b72-a908-840c97cb4f2f/ENCFF215BOO.bigWig	released
ENCFF651CTN	bigWig	fold change over control	GRCh38	ENCSR599XKG	TF ChIP-seq	HepG2	HMGXB4-human	1	https://www.encodeproject.org/files/ENCFF651CTN/@@download/ENCFF651CTN.bigWig	released	s3://encode-public/2020/07/02/d296d170-349b-4dd9-9367-488c5044c6e2/ENCFF651CTN.bigWig	released
ENCFF249TQE	bigWig	fold change over control	GRCh38	ENCSR599XKG	TF ChIP-seq	HepG2	HMGXB4-human	2	https://www.encodeproject.org/files/ENCFF249TQE/@@download/ENCFF249TQE.bigWig	released	s3://encode-public/2020/07/02/c7eda79f-a10a-4de5-94a0-48eec8fb6706/ENCFF249TQE.bigWig	released
ENCFF343KWL	bigWig	fold change over control	GRCh38	ENCSR174GOO	TF ChIP-seq	HepG2	HMGXB4-human	1	https://www.encodeproject.org/files/ENCFF343KWL/@@download/ENCFF343KWL.bigWig	released	s3://encode-public/2020/12/04/2968189b-9320-48e3-b21b-8959c5840667/ENCFF343KWL.bigWig	released
ENCFF615HHG	bigWig	fold change over control	GRCh38	ENCSR174GOO	TF ChIP-seq	HepG2	HMGXB4-human	2	https://www.encodeproject.org/files/ENCFF615HHG/@@download/ENCFF615HHG.bigWig	released	s3://encode-public/2020/12/04/5d699b34-b56a-434d-bb84-6b1cbf69a3db/ENCFF615HHG.bigWig	released
ENCFF921VAN	bigWig	fold change over control	GRCh38	ENCSR800QIT	TF ChIP-seq	HepG2	HNF1A-human	2	https://www.encodeproject.org/files/ENCFF921VAN/@@download/ENCFF921VAN.bigWig	released	s3://encode-public/2021/02/04/03deea71-75d1-436c-aeed-388729d91d8b/ENCFF921VAN.bigWig	released
ENCFF237DXD	bigWig	fold change over control	GRCh38	ENCSR800QIT	TF ChIP-seq	HepG2	HNF1A-human	1	https://www.encodeproject.org/files/ENCFF237DXD/@@download/ENCFF237DXD.bigWig	released	s3://encode-public/2021/02/04/fb00ae20-0ab9-48b1-b586-d6bab0d7d3c0/ENCFF237DXD.bigWig	released
ENCFF840LNJ	bigWig	fold change over control	GRCh38	ENCSR633HRJ	TF ChIP-seq	HepG2	HNF1A-human	1	https://www.encodeproject.org/files/ENCFF840LNJ/@@download/ENCFF840LNJ.bigWig	released	s3://encode-public/2020/07/02/b7643d5c-1a25-472e-a6e6-ddd21eac6680/ENCFF840LNJ.bigWig	released
ENCFF578RFS	bigWig	fold change over control	GRCh38	ENCSR633HRJ	TF ChIP-seq	HepG2	HNF1A-human	2	https://www.encodeproject.org/files/ENCFF578RFS/@@download/ENCFF578RFS.bigWig	released	s3://encode-public/2020/07/02/e5188101-4ad3-4575-9e7a-adf9ed3a05fa/ENCFF578RFS.bigWig	released
ENCFF062DAU	bigWig	fold change over control	GRCh38	ENCSR127XTZ	TF ChIP-seq	HepG2	HNF1B-human	1	https://www.encodeproject.org/files/ENCFF062DAU/@@download/ENCFF062DAU.bigWig	released	s3://encode-public/2020/08/22/c72a05be-2bd5-4272-bbce-b45bcbe85fff/ENCFF062DAU.bigWig	released
ENCFF436QFA	bigWig	fold change over control	GRCh38	ENCSR127XTZ	TF ChIP-seq	HepG2	HNF1B-human	2	https://www.encodeproject.org/files/ENCFF436QFA/@@download/ENCFF436QFA.bigWig	released	s3://encode-public/2020/08/22/473afc0b-d240-4412-a4c0-7c5fd136fd99/ENCFF436QFA.bigWig	released
ENCFF860DGQ	bigWig	fold change over control	GRCh38	ENCSR469FBY	TF ChIP-seq	HepG2	HNF4A-human	1	https://www.encodeproject.org/files/ENCFF860DGQ/@@download/ENCFF860DGQ.bigWig	released	s3://encode-public/2020/07/06/7a883121-f5b8-440d-9089-4acbf418e31c/ENCFF860DGQ.bigWig	released
ENCFF555HFO	bigWig	fold change over control	GRCh38	ENCSR469FBY	TF ChIP-seq	HepG2	HNF4A-human	2	https://www.encodeproject.org/files/ENCFF555HFO/@@download/ENCFF555HFO.bigWig	released	s3://encode-public/2020/07/06/fe28fe4e-cb14-4a52-b9c8-8b601df1577e/ENCFF555HFO.bigWig	released
ENCFF785STV	bigWig	fold change over control	GRCh38	ENCSR000BNJ	TF ChIP-seq	HepG2	HNF4G-human	1	https://www.encodeproject.org/files/ENCFF785STV/@@download/ENCFF785STV.bigWig	released	s3://encode-public/2020/12/27/ba5bc347-9e0e-43c7-8158-cbcabe1f2a14/ENCFF785STV.bigWig	released
ENCFF588MZT	bigWig	fold change over control	GRCh38	ENCSR000BNJ	TF ChIP-seq	HepG2	HNF4G-human	2	https://www.encodeproject.org/files/ENCFF588MZT/@@download/ENCFF588MZT.bigWig	released	s3://encode-public/2020/12/27/ab90d2ba-c574-43f1-9470-2c4bcd39686a/ENCFF588MZT.bigWig	released
ENCFF324XGV	bigWig	fold change over control	GRCh38	ENCSR793EHQ	TF ChIP-seq	HepG2	HNF4G-human	1	https://www.encodeproject.org/files/ENCFF324XGV/@@download/ENCFF324XGV.bigWig	released	s3://encode-public/2020/05/14/08ff921c-9222-445a-9f0b-a210c0c9ee2b/ENCFF324XGV.bigWig	released
ENCFF977ZBR	bigWig	fold change over control	GRCh38	ENCSR793EHQ	TF ChIP-seq	HepG2	HNF4G-human	2	https://www.encodeproject.org/files/ENCFF977ZBR/@@download/ENCFF977ZBR.bigWig	released	s3://encode-public/2020/05/14/dada6d00-2949-4b9c-a66e-9f736adbab84/ENCFF977ZBR.bigWig	released
ENCFF729DJN	bigWig	fold change over control	GRCh38	ENCSR066FXN	TF ChIP-seq	HepG2	HNRNPH1-human	1	https://www.encodeproject.org/files/ENCFF729DJN/@@download/ENCFF729DJN.bigWig	released	s3://encode-public/2017/02/10/b1632556-df32-4122-829f-316dddfa4d43/ENCFF729DJN.bigWig	released
ENCFF013USO	bigWig	fold change over control	GRCh38	ENCSR066FXN	TF ChIP-seq	HepG2	HNRNPH1-human	2	https://www.encodeproject.org/files/ENCFF013USO/@@download/ENCFF013USO.bigWig	released	s3://encode-public/2017/02/10/1c11517d-d8ad-4844-bce7-f1f6f3c460e8/ENCFF013USO.bigWig	released
ENCFF061GXG	bigWig	fold change over control	GRCh38	ENCSR066FXN	TF ChIP-seq	HepG2	HNRNPH1-human	1	https://www.encodeproject.org/files/ENCFF061GXG/@@download/ENCFF061GXG.bigWig	released	s3://encode-public/2020/12/01/cc7d2947-8d04-4193-8821-a275b15960a3/ENCFF061GXG.bigWig	released
ENCFF409NUG	bigWig	fold change over control	GRCh38	ENCSR066FXN	TF ChIP-seq	HepG2	HNRNPH1-human	2	https://www.encodeproject.org/files/ENCFF409NUG/@@download/ENCFF409NUG.bigWig	released	s3://encode-public/2020/12/01/d7dd7719-6e06-4246-b11c-5694f093e47c/ENCFF409NUG.bigWig	released
ENCFF478CZF	bigWig	fold change over control	GRCh38	ENCSR581CVA	TF ChIP-seq	K562	HNRNPH1-human	1	https://www.encodeproject.org/files/ENCFF478CZF/@@download/ENCFF478CZF.bigWig	released	s3://encode-public/2017/02/10/2fca656a-cec5-4d02-a434-ceb3cbbee381/ENCFF478CZF.bigWig	released
ENCFF541UDD	bigWig	fold change over control	GRCh38	ENCSR581CVA	TF ChIP-seq	K562	HNRNPH1-human	2	https://www.encodeproject.org/files/ENCFF541UDD/@@download/ENCFF541UDD.bigWig	released	s3://encode-public/2017/02/10/6b9ccbbb-3a7f-4ed8-a347-c1d14a2c28ae/ENCFF541UDD.bigWig	released
ENCFF770WSX	bigWig	fold change over control	GRCh38	ENCSR581CVA	TF ChIP-seq	K562	HNRNPH1-human	1	https://www.encodeproject.org/files/ENCFF770WSX/@@download/ENCFF770WSX.bigWig	released	s3://encode-public/2020/12/03/c541aab1-5afc-488f-87d5-ab37053378fb/ENCFF770WSX.bigWig	released
ENCFF626YAE	bigWig	fold change over control	GRCh38	ENCSR581CVA	TF ChIP-seq	K562	HNRNPH1-human	2	https://www.encodeproject.org/files/ENCFF626YAE/@@download/ENCFF626YAE.bigWig	released	s3://encode-public/2020/12/03/7c1b8124-42f2-413d-ab51-f654af2cb010/ENCFF626YAE.bigWig	released
ENCFF755UKJ	bigWig	fold change over control	GRCh38	ENCSR315JJE	TF ChIP-seq	HepG2	HNRNPL-human	2	https://www.encodeproject.org/files/ENCFF755UKJ/@@download/ENCFF755UKJ.bigWig	released	s3://encode-public/2017/02/11/5f5b0148-2d8b-4e5f-a939-1016337d17b5/ENCFF755UKJ.bigWig	released
ENCFF212SHA	bigWig	fold change over control	GRCh38	ENCSR315JJE	TF ChIP-seq	HepG2	HNRNPL-human	1	https://www.encodeproject.org/files/ENCFF212SHA/@@download/ENCFF212SHA.bigWig	released	s3://encode-public/2017/02/11/ee3cf65c-8b4d-44af-aa0d-7fdee6237cf4/ENCFF212SHA.bigWig	released
ENCFF406FLU	bigWig	fold change over control	GRCh38	ENCSR315JJE	TF ChIP-seq	HepG2	HNRNPL-human	2	https://www.encodeproject.org/files/ENCFF406FLU/@@download/ENCFF406FLU.bigWig	released	s3://encode-public/2020/12/01/f3455e87-b21e-46da-87a3-90151c3f9673/ENCFF406FLU.bigWig	released
ENCFF724ATT	bigWig	fold change over control	GRCh38	ENCSR315JJE	TF ChIP-seq	HepG2	HNRNPL-human	1	https://www.encodeproject.org/files/ENCFF724ATT/@@download/ENCFF724ATT.bigWig	released	s3://encode-public/2020/12/01/ab62ab4a-5137-40b0-b266-5e092baf3b11/ENCFF724ATT.bigWig	released
ENCFF731YBN	bigWig	fold change over control	GRCh38	ENCSR594BNR	TF ChIP-seq	K562	HNRNPL-human	2	https://www.encodeproject.org/files/ENCFF731YBN/@@download/ENCFF731YBN.bigWig	released	s3://encode-public/2018/02/02/fddfffa8-5c46-46d5-b515-a75b09a2a1d2/ENCFF731YBN.bigWig	released
ENCFF490ZXD	bigWig	fold change over control	GRCh38	ENCSR594BNR	TF ChIP-seq	K562	HNRNPL-human	1	https://www.encodeproject.org/files/ENCFF490ZXD/@@download/ENCFF490ZXD.bigWig	released	s3://encode-public/2018/02/02/fa4aa3e6-177e-456b-9acc-29a192e9ada0/ENCFF490ZXD.bigWig	released
ENCFF407BEX	bigWig	fold change over control	GRCh38	ENCSR594BNR	TF ChIP-seq	K562	HNRNPL-human	1	https://www.encodeproject.org/files/ENCFF407BEX/@@download/ENCFF407BEX.bigWig	released	s3://encode-public/2020/11/30/69f888b3-d404-476a-bef8-1ee192429143/ENCFF407BEX.bigWig	released
ENCFF145MSJ	bigWig	fold change over control	GRCh38	ENCSR594BNR	TF ChIP-seq	K562	HNRNPL-human	2	https://www.encodeproject.org/files/ENCFF145MSJ/@@download/ENCFF145MSJ.bigWig	released	s3://encode-public/2020/11/30/a6eb54de-875d-4b6e-b395-f99e9522c053/ENCFF145MSJ.bigWig	released
ENCFF132TKJ	bigWig	fold change over control	GRCh38	ENCSR183AXJ	TF ChIP-seq	HepG2	HNRNPUL1-human	1	https://www.encodeproject.org/files/ENCFF132TKJ/@@download/ENCFF132TKJ.bigWig	released	s3://encode-public/2017/02/11/4a8e390b-a6a3-408a-9e58-2d0bbae383e4/ENCFF132TKJ.bigWig	released
ENCFF900BXN	bigWig	fold change over control	GRCh38	ENCSR183AXJ	TF ChIP-seq	HepG2	HNRNPUL1-human	2	https://www.encodeproject.org/files/ENCFF900BXN/@@download/ENCFF900BXN.bigWig	released	s3://encode-public/2017/02/11/a906e5b7-f1f4-4b12-ac71-b24086297ff3/ENCFF900BXN.bigWig	released
ENCFF465YGW	bigWig	fold change over control	GRCh38	ENCSR183AXJ	TF ChIP-seq	HepG2	HNRNPUL1-human	2	https://www.encodeproject.org/files/ENCFF465YGW/@@download/ENCFF465YGW.bigWig	released	s3://encode-public/2020/12/04/b4b8a0ff-74ba-4b0b-a659-b81a947d7250/ENCFF465YGW.bigWig	released
ENCFF302XPB	bigWig	fold change over control	GRCh38	ENCSR183AXJ	TF ChIP-seq	HepG2	HNRNPUL1-human	1	https://www.encodeproject.org/files/ENCFF302XPB/@@download/ENCFF302XPB.bigWig	released	s3://encode-public/2020/12/04/bda4a9e3-79f3-4eb7-ae6d-3b81bf47caa1/ENCFF302XPB.bigWig	released
ENCFF062UJT	bigWig	fold change over control	GRCh38	ENCSR296MXW	TF ChIP-seq	K562	HNRNPUL1-human	1	https://www.encodeproject.org/files/ENCFF062UJT/@@download/ENCFF062UJT.bigWig	released	s3://encode-public/2017/02/10/36cf343f-fb22-4ff4-80ec-a747313ca8ee/ENCFF062UJT.bigWig	released
ENCFF776MBR	bigWig	fold change over control	GRCh38	ENCSR296MXW	TF ChIP-seq	K562	HNRNPUL1-human	2	https://www.encodeproject.org/files/ENCFF776MBR/@@download/ENCFF776MBR.bigWig	released	s3://encode-public/2017/02/10/d7fcd37b-3c87-45ee-9846-cc0b19697ff5/ENCFF776MBR.bigWig	released
ENCFF298HVU	bigWig	fold change over control	GRCh38	ENCSR296MXW	TF ChIP-seq	K562	HNRNPUL1-human	2	https://www.encodeproject.org/files/ENCFF298HVU/@@download/ENCFF298HVU.bigWig	released	s3://encode-public/2020/12/04/1d2ed7c4-5014-498e-a8da-ec84328adbcf/ENCFF298HVU.bigWig	released
ENCFF149GKO	bigWig	fold change over control	GRCh38	ENCSR296MXW	TF ChIP-seq	K562	HNRNPUL1-human	1	https://www.encodeproject.org/files/ENCFF149GKO/@@download/ENCFF149GKO.bigWig	released	s3://encode-public/2020/12/04/f14db7a5-6126-4370-890b-3ec6b611295b/ENCFF149GKO.bigWig	released
ENCFF386HWG	bigWig	fold change over control	GRCh38	ENCSR801JWB	TF ChIP-seq	K562	HOMEZ-human	2	https://www.encodeproject.org/files/ENCFF386HWG/@@download/ENCFF386HWG.bigWig	released	s3://encode-public/2020/07/03/3c2be298-6d8f-467c-97a4-b6aa93d54495/ENCFF386HWG.bigWig	released
ENCFF126IWD	bigWig	fold change over control	GRCh38	ENCSR801JWB	TF ChIP-seq	K562	HOMEZ-human	1	https://www.encodeproject.org/files/ENCFF126IWD/@@download/ENCFF126IWD.bigWig	released	s3://encode-public/2020/07/03/76704f8f-5dee-4c90-a081-68768331197b/ENCFF126IWD.bigWig	released
ENCFF966ILC	bigWig	fold change over control	GRCh38	ENCSR117CHD	TF ChIP-seq	HepG2	HOMEZ-human	2	https://www.encodeproject.org/files/ENCFF966ILC/@@download/ENCFF966ILC.bigWig	released	s3://encode-public/2020/12/04/6f61d5b5-9ef9-4efd-9125-ccf429cb46b1/ENCFF966ILC.bigWig	released
ENCFF888ZEI	bigWig	fold change over control	GRCh38	ENCSR117CHD	TF ChIP-seq	HepG2	HOMEZ-human	1	https://www.encodeproject.org/files/ENCFF888ZEI/@@download/ENCFF888ZEI.bigWig	released	s3://encode-public/2020/12/04/08e8f14e-6780-4525-889c-3cdacfb7c096/ENCFF888ZEI.bigWig	released
ENCFF236BLK	bigWig	fold change over control	GRCh38	ENCSR692RKS	TF ChIP-seq	HepG2	HOXA10-human	1	https://www.encodeproject.org/files/ENCFF236BLK/@@download/ENCFF236BLK.bigWig	released	s3://encode-public/2022/09/03/715aa2dd-2f02-4389-ada1-8c491183eb61/ENCFF236BLK.bigWig	released
ENCFF440AAY	bigWig	fold change over control	GRCh38	ENCSR692RKS	TF ChIP-seq	HepG2	HOXA10-human	2	https://www.encodeproject.org/files/ENCFF440AAY/@@download/ENCFF440AAY.bigWig	released	s3://encode-public/2022/09/03/c52b670b-63f1-49b2-9a06-c30613a60288/ENCFF440AAY.bigWig	released
ENCFF652HOE	bigWig	fold change over control	GRCh38	ENCSR999JKC	TF ChIP-seq	HepG2	HOXA3-human	2	https://www.encodeproject.org/files/ENCFF652HOE/@@download/ENCFF652HOE.bigWig	released	s3://encode-public/2020/07/09/79c324b5-c2e4-4145-aeac-0f643f1d454d/ENCFF652HOE.bigWig	released
ENCFF477DZH	bigWig	fold change over control	GRCh38	ENCSR999JKC	TF ChIP-seq	HepG2	HOXA3-human	1	https://www.encodeproject.org/files/ENCFF477DZH/@@download/ENCFF477DZH.bigWig	released	s3://encode-public/2020/07/09/30c18609-e12b-4865-9be2-73fd724bd70f/ENCFF477DZH.bigWig	released
ENCFF430XLW	bigWig	fold change over control	GRCh38	ENCSR869JZW	TF ChIP-seq	HepG2	HOXA5-human	2	https://www.encodeproject.org/files/ENCFF430XLW/@@download/ENCFF430XLW.bigWig	released	s3://encode-public/2020/07/04/21e7508d-0de3-4767-be8d-faef6274d8f7/ENCFF430XLW.bigWig	released
ENCFF786LVI	bigWig	fold change over control	GRCh38	ENCSR869JZW	TF ChIP-seq	HepG2	HOXA5-human	1	https://www.encodeproject.org/files/ENCFF786LVI/@@download/ENCFF786LVI.bigWig	released	s3://encode-public/2020/07/04/fdcbfcf8-7794-454f-9282-2cfeae29732d/ENCFF786LVI.bigWig	released
ENCFF103QSP	bigWig	fold change over control	GRCh38	ENCSR823QTA	TF ChIP-seq	HepG2	HOXA7-human	1	https://www.encodeproject.org/files/ENCFF103QSP/@@download/ENCFF103QSP.bigWig	released	s3://encode-public/2022/09/03/3a9ee6b4-389f-488e-949c-dcaaac8d4101/ENCFF103QSP.bigWig	released
ENCFF786GEX	bigWig	fold change over control	GRCh38	ENCSR823QTA	TF ChIP-seq	HepG2	HOXA7-human	2	https://www.encodeproject.org/files/ENCFF786GEX/@@download/ENCFF786GEX.bigWig	released	s3://encode-public/2022/09/03/d435e9f5-54d7-4f5b-9d5d-9fe48f781980/ENCFF786GEX.bigWig	released
ENCFF871OWP	bigWig	fold change over control	GRCh38	ENCSR318GET	TF ChIP-seq	HepG2	HOXA9-human	1	https://www.encodeproject.org/files/ENCFF871OWP/@@download/ENCFF871OWP.bigWig	released	s3://encode-public/2022/09/03/1c1eecca-e353-467e-ad14-c2498a0716d0/ENCFF871OWP.bigWig	released
ENCFF169BMX	bigWig	fold change over control	GRCh38	ENCSR318GET	TF ChIP-seq	HepG2	HOXA9-human	2	https://www.encodeproject.org/files/ENCFF169BMX/@@download/ENCFF169BMX.bigWig	released	s3://encode-public/2022/09/03/ace4b836-dfe8-4603-ade7-e76d56ea4ad4/ENCFF169BMX.bigWig	released
ENCFF711VNM	bigWig	fold change over control	GRCh38	ENCSR861UWB	TF ChIP-seq	K562	HOXB6-human	2	https://www.encodeproject.org/files/ENCFF711VNM/@@download/ENCFF711VNM.bigWig	released	s3://encode-public/2020/08/21/de3fdd6e-7363-4b5e-a909-1ef4c761c964/ENCFF711VNM.bigWig	released
ENCFF827LWY	bigWig	fold change over control	GRCh38	ENCSR861UWB	TF ChIP-seq	K562	HOXB6-human	1	https://www.encodeproject.org/files/ENCFF827LWY/@@download/ENCFF827LWY.bigWig	released	s3://encode-public/2020/08/21/ca6ab0f7-fd2e-4afb-b63e-09066f4a636d/ENCFF827LWY.bigWig	released
ENCFF014RGY	bigWig	fold change over control	GRCh38	ENCSR359TWG	TF ChIP-seq	HepG2	HOXD1-human	1	https://www.encodeproject.org/files/ENCFF014RGY/@@download/ENCFF014RGY.bigWig	released	s3://encode-public/2020/07/09/c57da0f7-d4d9-4d6b-a578-b736a5d95694/ENCFF014RGY.bigWig	released
ENCFF769SXU	bigWig	fold change over control	GRCh38	ENCSR359TWG	TF ChIP-seq	HepG2	HOXD1-human	2	https://www.encodeproject.org/files/ENCFF769SXU/@@download/ENCFF769SXU.bigWig	released	s3://encode-public/2020/07/09/f16ab3d5-1de1-431f-bfd5-5cceb07a82e4/ENCFF769SXU.bigWig	released
ENCFF020QPW	bigWig	fold change over control	GRCh38	ENCSR764ZBK	TF ChIP-seq	HepG2	HSF2-human	1	https://www.encodeproject.org/files/ENCFF020QPW/@@download/ENCFF020QPW.bigWig	released	s3://encode-public/2020/07/09/9f55aaff-5350-44e4-a6a9-298c3f49c81a/ENCFF020QPW.bigWig	released
ENCFF242MAZ	bigWig	fold change over control	GRCh38	ENCSR764ZBK	TF ChIP-seq	HepG2	HSF2-human	2	https://www.encodeproject.org/files/ENCFF242MAZ/@@download/ENCFF242MAZ.bigWig	released	s3://encode-public/2020/07/09/e4c7f347-fbe2-4971-a349-35717e9d2cbe/ENCFF242MAZ.bigWig	released
ENCFF471DAW	bigWig	fold change over control	GRCh38	ENCSR579XWM	TF ChIP-seq	K562	HSF4-human	1	https://www.encodeproject.org/files/ENCFF471DAW/@@download/ENCFF471DAW.bigWig	released	s3://encode-public/2022/02/14/12629c24-058d-448e-b090-25998dba0ae4/ENCFF471DAW.bigWig	released
ENCFF041FPO	bigWig	fold change over control	GRCh38	ENCSR579XWM	TF ChIP-seq	K562	HSF4-human	2	https://www.encodeproject.org/files/ENCFF041FPO/@@download/ENCFF041FPO.bigWig	released	s3://encode-public/2022/02/14/69363f5c-b445-4f02-ac4f-eb7a67b9d01f/ENCFF041FPO.bigWig	released
ENCFF453WYY	bigWig	fold change over control	GRCh38	ENCSR005NMT	TF ChIP-seq	K562	ID3-human	1	https://www.encodeproject.org/files/ENCFF453WYY/@@download/ENCFF453WYY.bigWig	released	s3://encode-public/2020/11/29/784be1ce-0fb3-42b3-b1d1-8b0d29f29bbe/ENCFF453WYY.bigWig	released
ENCFF781QLU	bigWig	fold change over control	GRCh38	ENCSR005NMT	TF ChIP-seq	K562	ID3-human	2	https://www.encodeproject.org/files/ENCFF781QLU/@@download/ENCFF781QLU.bigWig	released	s3://encode-public/2020/11/29/dfbd90d3-7282-4b52-a530-bd25bd609437/ENCFF781QLU.bigWig	released
ENCFF451RJV	bigWig	fold change over control	GRCh38	ENCSR125YGM	TF ChIP-seq	K562	ID3-human	1	https://www.encodeproject.org/files/ENCFF451RJV/@@download/ENCFF451RJV.bigWig	released	s3://encode-public/2021/03/30/05e98240-f58c-4276-94a8-5e1389c7f4e3/ENCFF451RJV.bigWig	released
ENCFF526HKD	bigWig	fold change over control	GRCh38	ENCSR125YGM	TF ChIP-seq	K562	ID3-human	2	https://www.encodeproject.org/files/ENCFF526HKD/@@download/ENCFF526HKD.bigWig	released	s3://encode-public/2021/03/30/04e01c59-e95e-49ae-9ef2-865e7c1d7876/ENCFF526HKD.bigWig	released
ENCFF611WLP	bigWig	fold change over control	GRCh38	ENCSR208VNN	TF ChIP-seq	K562	IFI16-human	2	https://www.encodeproject.org/files/ENCFF611WLP/@@download/ENCFF611WLP.bigWig	released	s3://encode-public/2022/02/14/9f330553-8d71-4034-8f7c-eed296787f50/ENCFF611WLP.bigWig	released
ENCFF090HAT	bigWig	fold change over control	GRCh38	ENCSR208VNN	TF ChIP-seq	K562	IFI16-human	1	https://www.encodeproject.org/files/ENCFF090HAT/@@download/ENCFF090HAT.bigWig	released	s3://encode-public/2022/02/14/54fe1a63-9cc4-47af-982a-ada443bda654/ENCFF090HAT.bigWig	released
ENCFF966JQM	bigWig	fold change over control	GRCh38	ENCSR948VFL	TF ChIP-seq	K562	IKZF1-human	1	https://www.encodeproject.org/files/ENCFF966JQM/@@download/ENCFF966JQM.bigWig	released	s3://encode-public/2020/12/01/db1f415b-9497-41c5-8051-cf057a781597/ENCFF966JQM.bigWig	released
ENCFF005HJW	bigWig	fold change over control	GRCh38	ENCSR948VFL	TF ChIP-seq	K562	IKZF1-human	2	https://www.encodeproject.org/files/ENCFF005HJW/@@download/ENCFF005HJW.bigWig	released	s3://encode-public/2020/12/01/672c1e0e-c047-4f27-a6b1-f85bc35aaf3d/ENCFF005HJW.bigWig	released
ENCFF169ZXU	bigWig	fold change over control	GRCh38	ENCSR395HWC	TF ChIP-seq	K562	IKZF1-human	1	https://www.encodeproject.org/files/ENCFF169ZXU/@@download/ENCFF169ZXU.bigWig	released	s3://encode-public/2020/12/08/22fee28a-0462-4fba-b370-04d6254c05e2/ENCFF169ZXU.bigWig	released
ENCFF552CFI	bigWig	fold change over control	GRCh38	ENCSR395HWC	TF ChIP-seq	K562	IKZF1-human	2	https://www.encodeproject.org/files/ENCFF552CFI/@@download/ENCFF552CFI.bigWig	released	s3://encode-public/2020/12/08/4923c429-2a58-49fc-a800-977c4c4f64c1/ENCFF552CFI.bigWig	released
ENCFF465WMX	bigWig	fold change over control	GRCh38	ENCSR278JQG	TF ChIP-seq	HepG2	IKZF1-human	1	https://www.encodeproject.org/files/ENCFF465WMX/@@download/ENCFF465WMX.bigWig	released	s3://encode-public/2021/03/20/79af55f6-09d3-47bb-bb7d-412e81cbf8bb/ENCFF465WMX.bigWig	released
ENCFF153VPY	bigWig	fold change over control	GRCh38	ENCSR278JQG	TF ChIP-seq	HepG2	IKZF1-human	2	https://www.encodeproject.org/files/ENCFF153VPY/@@download/ENCFF153VPY.bigWig	released	s3://encode-public/2021/03/20/ddbe3fac-0407-4ad7-82a0-6c31aea54a5b/ENCFF153VPY.bigWig	released
ENCFF927NHH	bigWig	fold change over control	GRCh38	ENCSR799DUB	TF ChIP-seq	HepG2	IKZF4-human	1	https://www.encodeproject.org/files/ENCFF927NHH/@@download/ENCFF927NHH.bigWig	released	s3://encode-public/2020/08/22/ea25c70c-da50-4249-9e6d-ba1267913aa2/ENCFF927NHH.bigWig	released
ENCFF153YUY	bigWig	fold change over control	GRCh38	ENCSR799DUB	TF ChIP-seq	HepG2	IKZF4-human	2	https://www.encodeproject.org/files/ENCFF153YUY/@@download/ENCFF153YUY.bigWig	released	s3://encode-public/2020/08/22/512543e1-09be-4872-b2e4-156806a6708e/ENCFF153YUY.bigWig	released
ENCFF253JPO	bigWig	fold change over control	GRCh38	ENCSR210HBN	TF ChIP-seq	HepG2	IKZF5-human	2	https://www.encodeproject.org/files/ENCFF253JPO/@@download/ENCFF253JPO.bigWig	released	s3://encode-public/2020/12/01/23a8915f-f184-4cfe-ba78-0b668b89b1d6/ENCFF253JPO.bigWig	released
ENCFF031MPB	bigWig	fold change over control	GRCh38	ENCSR210HBN	TF ChIP-seq	HepG2	IKZF5-human	1	https://www.encodeproject.org/files/ENCFF031MPB/@@download/ENCFF031MPB.bigWig	released	s3://encode-public/2020/12/01/fe286245-69c2-428b-806d-775dcdb3f3dc/ENCFF031MPB.bigWig	released
ENCFF399BBE	bigWig	fold change over control	GRCh38	ENCSR632TJQ	TF ChIP-seq	K562	ILF3-human	1	https://www.encodeproject.org/files/ENCFF399BBE/@@download/ENCFF399BBE.bigWig	released	s3://encode-public/2020/12/03/c0bc40af-cc05-4d87-a1c9-c4f3fc0c9686/ENCFF399BBE.bigWig	released
ENCFF622XSO	bigWig	fold change over control	GRCh38	ENCSR632TJQ	TF ChIP-seq	K562	ILF3-human	4	https://www.encodeproject.org/files/ENCFF622XSO/@@download/ENCFF622XSO.bigWig	released	s3://encode-public/2020/12/03/6e60c706-3db2-41eb-a3aa-924d51086a58/ENCFF622XSO.bigWig	released
ENCFF071XRY	bigWig	fold change over control	GRCh38	ENCSR648INT	TF ChIP-seq	K562	ILK-human	1	https://www.encodeproject.org/files/ENCFF071XRY/@@download/ENCFF071XRY.bigWig	released	s3://encode-public/2020/12/04/367c95b1-533f-4ee9-aac5-dcd578d64bfe/ENCFF071XRY.bigWig	released
ENCFF994LJY	bigWig	fold change over control	GRCh38	ENCSR648INT	TF ChIP-seq	K562	ILK-human	2	https://www.encodeproject.org/files/ENCFF994LJY/@@download/ENCFF994LJY.bigWig	released	s3://encode-public/2020/12/04/a1f7910e-5df8-4b8d-8e98-788054f02f29/ENCFF994LJY.bigWig	released
