File accession	File type	Output type	File assembly	Experiment accession	Assay	Biosample term name	Experiment target	Biological replicate(s)	File download URL	File Status	s3_uri	File analysis status
ENCFF471LBW	bigWig	fold change over control	GRCh38	ENCSR798IJO	TF ChIP-seq	HepG2	NR2F6-human	1	https://www.encodeproject.org/files/ENCFF471LBW/@@download/ENCFF471LBW.bigWig	released	s3://encode-public/2020/12/03/aaf83eb8-b0b3-4833-8cec-1a9f91dbea40/ENCFF471LBW.bigWig	released
ENCFF333KES	bigWig	fold change over control	GRCh38	ENCSR798IJO	TF ChIP-seq	HepG2	NR2F6-human	2	https://www.encodeproject.org/files/ENCFF333KES/@@download/ENCFF333KES.bigWig	released	s3://encode-public/2020/12/03/daa6b8f3-8ddd-4146-95d9-f9d830ba1258/ENCFF333KES.bigWig	released
ENCFF377RVT	bigWig	fold change over control	GRCh38	ENCSR980ZWE	TF ChIP-seq	K562	NR3C1-human	1	https://www.encodeproject.org/files/ENCFF377RVT/@@download/ENCFF377RVT.bigWig	released	s3://encode-public/2022/09/03/e3b5e4a8-493e-4b04-9881-05b3b54d8c3b/ENCFF377RVT.bigWig	released
ENCFF905PLL	bigWig	fold change over control	GRCh38	ENCSR980ZWE	TF ChIP-seq	K562	NR3C1-human	2	https://www.encodeproject.org/files/ENCFF905PLL/@@download/ENCFF905PLL.bigWig	released	s3://encode-public/2022/09/03/2166de42-b7ef-463a-84b2-897a0cfebc58/ENCFF905PLL.bigWig	released
ENCFF376LTH	bigWig	fold change over control	GRCh38	ENCSR481QLH	TF ChIP-seq	HepG2	NR3C1-human	1	https://www.encodeproject.org/files/ENCFF376LTH/@@download/ENCFF376LTH.bigWig	released	s3://encode-public/2020/07/01/5001bd9d-3e54-4f10-8daf-a35c65b3c1f6/ENCFF376LTH.bigWig	released
ENCFF758TUO	bigWig	fold change over control	GRCh38	ENCSR481QLH	TF ChIP-seq	HepG2	NR3C1-human	2	https://www.encodeproject.org/files/ENCFF758TUO/@@download/ENCFF758TUO.bigWig	released	s3://encode-public/2020/07/01/889da537-a76a-45d1-b3db-d1c326ba7f05/ENCFF758TUO.bigWig	released
ENCFF396ZFD	bigWig	fold change over control	GRCh38	ENCSR692RET	TF ChIP-seq	K562	NR4A1-human	1	https://www.encodeproject.org/files/ENCFF396ZFD/@@download/ENCFF396ZFD.bigWig	released	s3://encode-public/2020/07/03/a01aa5f1-6661-4179-9a10-70a35d09c74d/ENCFF396ZFD.bigWig	released
ENCFF195FUW	bigWig	fold change over control	GRCh38	ENCSR692RET	TF ChIP-seq	K562	NR4A1-human	2	https://www.encodeproject.org/files/ENCFF195FUW/@@download/ENCFF195FUW.bigWig	released	s3://encode-public/2020/07/03/414f82fc-2d4e-47e6-bf1e-5b2c5194b7ae/ENCFF195FUW.bigWig	released
ENCFF579YXF	bigWig	fold change over control	GRCh38	ENCSR130PDE	TF ChIP-seq	K562	NR4A1-human	1	https://www.encodeproject.org/files/ENCFF579YXF/@@download/ENCFF579YXF.bigWig	released	s3://encode-public/2020/11/28/4be8fe3e-a4c5-4697-ae45-f9b56e74fd47/ENCFF579YXF.bigWig	released
ENCFF917FSG	bigWig	fold change over control	GRCh38	ENCSR130PDE	TF ChIP-seq	K562	NR4A1-human	2	https://www.encodeproject.org/files/ENCFF917FSG/@@download/ENCFF917FSG.bigWig	released	s3://encode-public/2020/11/28/b4cd76ba-5ee3-460f-97f8-aa64d5cf7020/ENCFF917FSG.bigWig	released
ENCFF662ZHH	bigWig	fold change over control	GRCh38	ENCSR310OZS	TF ChIP-seq	HepG2	NR5A1-human	1	https://www.encodeproject.org/files/ENCFF662ZHH/@@download/ENCFF662ZHH.bigWig	released	s3://encode-public/2020/07/04/664cc259-f55f-4b98-84f8-3fd6ad43046a/ENCFF662ZHH.bigWig	released
ENCFF950UTO	bigWig	fold change over control	GRCh38	ENCSR310OZS	TF ChIP-seq	HepG2	NR5A1-human	2	https://www.encodeproject.org/files/ENCFF950UTO/@@download/ENCFF950UTO.bigWig	released	s3://encode-public/2020/07/04/43347e8b-c23c-41a2-a35d-d7eeb629e64b/ENCFF950UTO.bigWig	released
ENCFF261TAQ	bigWig	fold change over control	GRCh38	ENCSR000EEH	TF ChIP-seq	HepG2	NRF1-human	1	https://www.encodeproject.org/files/ENCFF261TAQ/@@download/ENCFF261TAQ.bigWig	released	s3://encode-public/2021/01/01/c6ed7240-e043-40e4-952e-95db0deb9a3b/ENCFF261TAQ.bigWig	released
ENCFF711EZZ	bigWig	fold change over control	GRCh38	ENCSR000EEH	TF ChIP-seq	HepG2	NRF1-human	2	https://www.encodeproject.org/files/ENCFF711EZZ/@@download/ENCFF711EZZ.bigWig	released	s3://encode-public/2021/01/01/471d70ed-ae42-46a2-ad0e-96144ed84ead/ENCFF711EZZ.bigWig	released
ENCFF407YBS	bigWig	fold change over control	GRCh38	ENCSR000EHH	TF ChIP-seq	K562	NRF1-human	1	https://www.encodeproject.org/files/ENCFF407YBS/@@download/ENCFF407YBS.bigWig	released	s3://encode-public/2020/12/12/fc493bbb-da48-4009-b62d-7dec370f3052/ENCFF407YBS.bigWig	released
ENCFF896ZFY	bigWig	fold change over control	GRCh38	ENCSR000EHH	TF ChIP-seq	K562	NRF1-human	2	https://www.encodeproject.org/files/ENCFF896ZFY/@@download/ENCFF896ZFY.bigWig	released	s3://encode-public/2020/12/12/23f1b305-b3e7-43c3-aadc-191fa19b9112/ENCFF896ZFY.bigWig	released
ENCFF273VOU	bigWig	fold change over control	GRCh38	ENCSR000ECC	TF ChIP-seq	H1	NRF1-human	1	https://www.encodeproject.org/files/ENCFF273VOU/@@download/ENCFF273VOU.bigWig	released	s3://encode-public/2020/12/12/1ad820ac-5971-4b95-98d5-8eae7e8450e0/ENCFF273VOU.bigWig	released
ENCFF295FPA	bigWig	fold change over control	GRCh38	ENCSR000ECC	TF ChIP-seq	H1	NRF1-human	2	https://www.encodeproject.org/files/ENCFF295FPA/@@download/ENCFF295FPA.bigWig	released	s3://encode-public/2020/12/12/a3d93944-ae76-4446-8f13-7695ae531e1f/ENCFF295FPA.bigWig	released
ENCFF844VPJ	bigWig	fold change over control	GRCh38	ENCSR837EYC	TF ChIP-seq	K562	NRF1-human	1	https://www.encodeproject.org/files/ENCFF844VPJ/@@download/ENCFF844VPJ.bigWig	released	s3://encode-public/2021/02/04/35ba4589-29c0-4e16-822e-b65313f9e20c/ENCFF844VPJ.bigWig	released
ENCFF545IMI	bigWig	fold change over control	GRCh38	ENCSR837EYC	TF ChIP-seq	K562	NRF1-human	2	https://www.encodeproject.org/files/ENCFF545IMI/@@download/ENCFF545IMI.bigWig	released	s3://encode-public/2021/02/04/a6c8d943-d64a-4c7c-89e9-20a084a90ecf/ENCFF545IMI.bigWig	released
ENCFF529TLN	bigWig	fold change over control	GRCh38	ENCSR998AJK	TF ChIP-seq	K562	NRF1-human	1	https://www.encodeproject.org/files/ENCFF529TLN/@@download/ENCFF529TLN.bigWig	released	s3://encode-public/2020/11/30/26637dc3-8d78-4eb8-aadb-68b9032597f9/ENCFF529TLN.bigWig	released
ENCFF503LDH	bigWig	fold change over control	GRCh38	ENCSR998AJK	TF ChIP-seq	K562	NRF1-human	2	https://www.encodeproject.org/files/ENCFF503LDH/@@download/ENCFF503LDH.bigWig	released	s3://encode-public/2020/11/30/ab09551e-625c-4a2a-baa5-d22f0d015334/ENCFF503LDH.bigWig	released
ENCFF210QRV	bigWig	fold change over control	GRCh38	ENCSR494TDU	TF ChIP-seq	K562	NRF1-human	1	https://www.encodeproject.org/files/ENCFF210QRV/@@download/ENCFF210QRV.bigWig	released	s3://encode-public/2020/12/04/0c35791c-84f9-40eb-b4c8-bd1086ccac8f/ENCFF210QRV.bigWig	released
ENCFF078YTQ	bigWig	fold change over control	GRCh38	ENCSR494TDU	TF ChIP-seq	K562	NRF1-human	2	https://www.encodeproject.org/files/ENCFF078YTQ/@@download/ENCFF078YTQ.bigWig	released	s3://encode-public/2020/12/04/30f6ae72-09d4-41a3-ba11-0d5fd006cc49/ENCFF078YTQ.bigWig	released
